polygon.started,polygon.stopped,descriptionText.started,descriptionText.stopped,keyPressRun.keys,keyPressRun.rt,keyPressRun.started,keyPressRun.stopped,fixation.started,fixation.stopped,fixationImage.started,fixationImage.stopped,text.started,text.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,blackProc.started,blackProc.stopped,greenProc.started,greenProc.stopped,ProcTarget.started,ProcTarget.stopped,sound_1.started,sound_1.stopped,polygon_end.started,polygon_end.stopped,end_text.started,end_text.stopped,Participant ID,Age,Sex,Handedness,Experiment Mode,Data modality,EEG headset,Visualize Epochs,date,frameRate,
4.925259800162166,None,4.925259800162166,None,space,2.5419528000056744,0.009396260138601065,None,,,,,,,,,,,,,,,,,,,,,,,uuu,,Male,Right-handed,Resting_Eyes_Opened,With EEG,Emotiv EPOC(+),False,2020_May_15_2024,59.96476463146651,
,,,,,,,,7.460854100063443,None,7.460854100063443,None,7.460854100063443,8.46189340017736,8.445223800372332,9.445931199938059,9.445931199938059,10.446862400043756,10.78126100031659,100.79248510021716,10.78126100031659,100.79248510021716,10.78126100031659,100.79248510021716,90.00998440012336,None,102.47726410022005,None,102.47726410022005,None,,,,,,,,,,,
