polygon.started,polygon.stopped,descriptionText.started,descriptionText.stopped,keyPressRun.keys,keyPressRun.rt,keyPressRun.started,keyPressRun.stopped,fixation.started,fixation.stopped,fixationImage.started,fixationImage.stopped,text.started,text.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,blackProc.started,blackProc.stopped,greenProc.started,greenProc.stopped,ProcTarget.started,ProcTarget.stopped,sound_1.started,sound_1.stopped,polygon_end.started,polygon_end.stopped,end_text.started,end_text.stopped,Participant ID,Age,Sex,Handedness,Experiment Mode,Data modality,EEG headset,Visualize Epochs,date,frameRate,
4.949041000101715,None,4.949041000101715,None,space,4.058692499995232,0.013256769627332687,None,,,,,,,,,,,,,,,,,,,,,,,ttt,,Male,Right-handed,Resting_Eyes_Opened,With EEG,Emotiv EPOC(+),False,2020_May_15_2027,59.9488756562079,
,,,,,,,,9.01938940025866,None,9.01938940025866,None,9.01938940025866,10.020268800202757,10.003570300061256,11.004534900188446,11.004534900188446,12.00539780035615,12.33957409998402,102.35347520001233,12.33957409998402,102.35347520001233,12.33957409998402,102.35347520001233,90.00909049995244,None,104.03809630032629,None,104.03809630032629,None,,,,,,,,,,,
